Rank,Name,Symbol,country,sector,previousClose,marketCap,trailingPE,forwardPE,priceToBook,profitMargins,enterpriseToRevenue,enterpriseToEbitda,totalRevenue,revenuePerShare,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,debtToEquity,currentRatio,quickRatio,totalCash,totalDebt,bookValue,beta,fiveYearAvgDividendYield,payoutRatio,trailingAnnualDividendYield,trailingAnnualDividendRate,Index,Continent,maxAge,totalEsg,environmentScore,socialScore,governanceScore,ratingYear,ratingMonth,highestControversy,peerCount,esgPerformance,peerGroup
72,Prosus,PRX.AS,Netherlands,Communication Services,45.975,199200313002,14.20861,12.620588,3.1780477,1.32976,27.482,854.113,5873999872,1.623,0.159,0.42084,0.03218,0.045900002,0.00037999998,0.18094,34.53,4.108,3.874,18286999552,16558000128,13.502,0.625,N/A,0.0234,0.0023491029,0.108,Eurostoxx,Europe,86400,15.89,0.84,9.93,5.12,2025,2,2,603,LAG_PERF,Software & Services
73,Adobe,ADBE,United States,Technology,454.69,198927745024,35.97733,21.621412,13.891947,0.25854,8.909,22.797,21504999424,48.099,0.111,0.89035004,0.39079,0.363,0.16287,0.36313,42.935,1.068,0.946,7886000128,6056000000,31.984,1.312,0.12,0,0,0,S&P 500,North America,86400,14.06,1.69,7.23,5.14,2025,2,2,603,LAG_PERF,Software & Services
74,PetroChina,0857.HK,China,Energy,6.03,195320040810,6.361702,6.1649485,0.7346437,0.05427,0.453,2.726,2985155887104,16.315,-0.124,0.34675,0.16619,0.08962,0.05637,0.111219995,20.009,0.951,0.518,276039008256,335902998528,8.14,0.749,7.09,0.5109,0.07462686,0.45,Asian Index,Asia,86400,55.59,27.09,16.15,12.35,2025,2,5,165,LEAD_PERF,Oil & Gas Producers
75,QUALCOMM,QCOM,United States,Technology,173.7,193793327104,17.855507,13.519379,6.799441,0.25936002,4.5,14.552,40696000512,36.515,0.175,0.55993,0.30923998,0.30465,0.12626,0.41968,54.23,2.619,1.794,14305000448,14577000448,24.317,1.262,2.16,0.3614,0.019286126,3.35,S&P 500,North America,86400,13.62,6.1,4.14,3.39,2025,2,2,120,LAG_PERF,Semiconductors
76,Reliance Industries,RELIANCE.NS,India,Energy,1228.15,192450396772,23.772755,16.903967,2.0056212,0.07362,2.064,12.044,9398380396544,694.508,0.066,0.34799,0.17136,0.12753999,N/A,N/A,37.464,N/A,N/A,2147900063744,3575249895424,605.573,0.664,0.44,0.097799994,0,0,Asian Index,Asia,86400,41.04,24.19,10.65,6.2,2023,9,2,4,LEAD_PERF,Refiners & Pipelines
77,AT&T,T,United States,Communication Services,26.15,188355444736,17.865772,11.883929,1.8301822,0.089490004,2.857,7.951,122336002048,16.993,0.009,0.59766,0.35929,0.18184,0.04123,0.10226,121.359,0.665,0.4,3364000000,145903992832,14.545,0.73,7.06,0.745,0.04244742,1.11,S&P 500,North America,86400,22.07,4.04,11.5,6.53,2025,2,3,100,AVG_PERF,Telecommunication Services
78,L'Or�al,OR.PA,France,Consumer Defensive,346.1,187302383449,28.919598,25.942898,5.5683665,0.14737001,4.355,18.74,43486801920,81.359,0.037,0.74183,0.23236999,0.17086,0.0953,0.20625,25.635,1.126,0.676,4052300032,8495000064,62.011,0.747,1.71,0.5523,0.020225368,7,Eurostoxx,Europe,86400,19.58,6.8,7.42,5.36,2025,2,2,51,LAG_PERF,Household Products
79,AMD,AMD,United States,Technology,114.17,185852854272,110.84,21.733334,3.1229572,0.06364,6.857,34.331,25784999936,15.917,0.242,0.53019,0.19973,0.13803001,0.019019999,0.02893,4.032,2.616,1.657,5132000256,2320999936,35.492,1.651,N/A,0,0,0,S&P 500,North America,86400,12.51,3.01,4.22,5.28,2025,2,1,120,LAG_PERF,Semiconductors
80,Siemens,SIE.DE,Germany,Industrials,221.45,182124492747,21.498055,26.030624,2.9242861,0.12564999,2.815,18.442,76538003456,97.153,0.034,0.39032,0.15264,0.11246,0.03898,0.14071,76.939,1.537,0.917,13925999616,49884000256,75.574,1.215,3.05,0.4576,0.023481598,5.2,Eurostoxx,Europe,86400,25.84,8.97,10.81,6.06,2025,2,2,63,AVG_PERF,Industrial Conglomerates
81,Deutsche Telekom,DTE.DE,Germany,Communication Services,34.52,179105719391,28.619835,17.40201,2.908129,0.051269997,2.87,8.277,116872003584,23.583,0.032,0.44742,0.34669,0.21855,0.05076,0.11755,155.602,1.152,0.845,12204000256,143764996096,11.908,0.631,4.01,0.6364,0.02230591,0.77,Eurostoxx,Europe,86400,18.34,3.46,8.81,6.06,2025,2,2,100,LAG_PERF,Telecommunication Services
82,Texas Instruments,TXN,United States,Technology,203.96,178716573696,38.921,34.35374,10.887139,0.30682,12.191,27.805,15640999936,17.15,-0.017,0.58142,0.43846,0.34864,0.09854999,0.28395998,85.056,4.125,2.801,7580000256,14376999936,18.554,0.96,2.64,1.0115,0.02578937,5.26,S&P 500,North America,86400,21.88,10.13,6.03,5.72,2025,2,2,120,AVG_PERF,Semiconductors
83,Verizon,VZ,United States,Communication Services,42.49,176849485824,10.328503,9.040169,1.8138627,0.12988,2.588,7.15,134787997696,31.955,0.016,0.60005003,0.36198002,0.21226999,0.05049,0.18469,170.713,0.626,0.468,4193999872,171694997504,23.574,0.442,5.64,0.6486,0.06319133,2.685,S&P 500,North America,86400,19.32,4.13,10.13,5.07,2025,2,3,100,LAG_PERF,Telecommunication Services
84,Inditex,IDEXY,Spain,Consumer Cyclical,27.34,174460764160,28.447916,20.847328,5.15283,0.15168999,2.103,9.1,37760000000,6.0615,0.068,0.55903,0.23111999,0.23251,N/A,N/A,31.678,N/A,N/A,10928000000,5241999872,5.3,1.067,2.69,0.8364,0,0,Eurostoxx,Europe,,,,,,,,,,,
85,Pinduoduo,PDD,China,Consumer Cyclical,124.41,172804653056,13.016848,9.321505,0.6535791,0.29096,1.155,4.097,372107018240,269.813,0.443,0.62059,0.282,0.24450001,0.16841,0.49151,3.676,2.149,1.791,308461764608,10236830720,200.955,0.657,N/A,0,0,0,Eurostoxx,Europe,86400,28.97,9.52,11.55,7.9,2025,2,2,268,AVG_PERF,Retailing
86,Royal Bank Of Canada,RY,Canada,Financial Services,119.66,170961600512,15.067174,12.824163,1.4243608,0.29993,-2.525,N/A,54112002048,38.326,0.19,0,0,0.39433998,0.00777,0.13403,N/A,N/A,N/A,815292022784,501298987008,83.462,0.832,3.88,0.4978,0.04679926,5.6,Other,Other,86400,20.73,2.33,11.36,7.04,2025,2,3,454,AVG_PERF,Banks
87,Uber,UBER,United States,Technology,81.26,169544056832,17.300438,33.427967,7.7138944,0.22410999,3.87,48.128,43977998336,20.996,0.204,0.33187,0.0804,0.06439,0.038900003,0.56004,50.881,1.067,0.94,6976999936,11436000256,10.227,1.387,N/A,0,0,0,S&P 500,North America,86400,21.14,3.79,11.54,5.81,2025,2,3,603,AVG_PERF,Software & Services
88,Booking Holdings (Booking.com),BKNG,United States,Consumer Cyclical,5018.23,169143992320,28.90109,23.781939,-40.90186,0.24778,6.944,20.152,23739000832,706.056,0.144,0.85871005,0.34458,0.30579,0.18225001,N/A,N/A,1.31,1.237,16163999744,17236000768,-122.015,1.392,N/A,0.2027,0.006974571,35,S&P 500,North America,86400,14.76,0.87,9.55,4.35,2025,2,2,603,LAG_PERF,Software & Services
89,Caterpillar,CAT,United States,Industrials,349.15,168709996544,15.435315,15.351694,8.337992,0.16652,3.014,12.487,64809000960,133.16,-0.05,0.32539,0.24142,0.19186,0.09675,0.55327,200.118,1.416,0.805,6165000192,39011000320,40.782,1.107,2.11,0.2458,0.015838467,5.53,S&P 500,North America,86400,28.33,10.17,11.77,6.39,2025,2,2,268,AVG_PERF,Machinery
90,AppLovin,APP,United States,Technology,450.01,168038547456,91.67991,80.486435,129.58191,0.33546,30.586,62.028,4709248000,13.977,0.44,0.75223,0.49310002,0.44287997,0.20856,1.3467,326.33,2.187,2.039,741411008,3556404992,3.205,2.3,N/A,0,0,0,S&P 500,North America,86400,19.16,0.39,12.41,6.37,2025,2,2,603,LAG_PERF,Software & Services
91,Raytheon Technologies,RTX,United States,Industrials,124.48,167061176320,34.72958,20.178396,2.7301917,0.05913,2.523,15.88,80738000896,60.61,0.085,0.19086,0.15890001,0.10271,0.03258,0.08125,69.821,0.993,0.604,5577999872,43259998208,45.158,0.549,2.61,0.6986,0.019922879,2.48,S&P 500,North America,86400,29.84,7.69,15.31,6.84,2025,2,3,61,AVG_PERF,Aerospace & Defense
92,S&P Global,SPGI,United States,Financial Services,535.43,167043055616,43.120457,31.731115,4.9513135,0.27111,12.59,25.676,14208000000,45.597,0.14,0.69095004,0.49036,0.38976002,0.059949998,0.11023,32.105,0.854,0.712,1686000000,12042000384,107.729,1.202,0.82,0.2947,0.0067982743,3.64,S&P 500,North America,86400,11.45,0,6.22,5.23,2025,2,1,357,LAG_PERF,Diversified Financials
93,Shopify,SHOP,Canada,Technology,123.47,165757566976,74.55484,62.464863,12.943547,0.22736,16.356,113.205,8880000000,6.885,0.312,0.5036,0.14448,0.20697,0.0618,0.19579001,9.742,3.709,3.01,5513999872,1126000000,8.928,2.471,N/A,0,0,0,Other,Other,86400,23.29,1.2,14.6,7.5,2025,2,2,603,AVG_PERF,Software & Services
94,Commonwealth Bank,CBA.AX,Australia,Financial Services,151.73,165737700703,26.797598,25.951826,3.4706979,0.36541,16.857,N/A,26734000128,15.989,0.047,0,0,0.5614,0.0075700004,0.13215,N/A,N/A,N/A,119196000256,316147990528,45.014,0.924,3.95,0.7972,0.03130561,4.75,Other,Other,86400,14.97,1.61,9.65,3.71,2025,2,3,454,LAG_PERF,Banks
95,CATL,300750.SZ,China,Industrials,275.55,163654541674,21.095572,19.119719,5.03776,0.13408,2.959,12.778,365284556800,83.079,-0.125,0.27395,0.23155001,0.25182,0.05,0.22769,49.216,1.661,1.416,286678220800,129586921472,53.893,1.017,N/A,0,0.018247142,5.028,Asian Index,Asia,,,,,,,,,,,
96,Fomento Econ�mico Mexicano,FMX,Mexico,Consumer Defensive,90.6,163439706112,44.924625,17.880001,1.0845171,0.030550001,0.662,7.712,755746603008,2112.07,0.083,0.40715998,0.085839994,0.08786,0.03757,0.114930004,67.302,1.622,1.041,155770454016,253904764928,82.433,0.402,2,1.3917,0.04853201,4.397,Other,Other,,,,,,,,,,,
97,Intuit,INTU,United States,Technology,579.08,162964881408,54.95335,25.437246,8.734072,0.17594999,N/A,N/A,16590000128,59.25,0.41,0.79608,0.27004,0.15697,0.07754,0.16619,N/A,1.244,0.442,N/A,N/A,64.743,1.244,0.6,0.36380002,0.0064585204,3.74,S&P 500,North America,86400,16.82,3.92,8.7,4.2,2025,2,1,603,LAG_PERF,Software & Services
98,Arm Holdings,ARM,United Kingdom,Technology,150.85,162695446528,193.20667,70.34223,23.793924,0.21819,40.677,250.436,3694000128,3.536,0.193,0.96372,0.16243,0.17803,0.03543,0.14112,4.222,4.959,4.878,2671000064,271000000,6.09,N/A,N/A,0,0,0,Other,Other,86400,28.77,,,,2025,2,0,120,AVG_PERF,Semiconductors
99,Xiaomi,XIACF,China,Technology,6.75,159496880128,35.342106,N/A,0.9394237,0.05864,0.287,3.963,330144874496,13.287,0.305,0.21118,0.0725,0.058969997,0.03707,0.11428001,15.386,1.578,0.906,99583565824,27360147456,7.148,1.075,N/A,0,0,0,Asian Index,Asia,86400,20.45,3.31,8.15,8.99,2025,2,2,236,AVG_PERF,Technology Hardware
100,Amgen,AMGN,United States,Healthcare,297.93,158083301376,40.187004,14.65941,27.682259,0.122370005,6.333,13.966,33423998976,62.242,0.109,0.68711,0.45348,0.51805,0.064,0.67553,1035.886,1.257,0.843,11973000192,60878999552,10.946,0.557,2.99,1.1905,0.030208439,9,S&P 500,North America,86400,22.76,1.83,14.88,6.05,2025,2,3,503,AVG_PERF,Pharmaceuticals
101,Progressive,PGR,United States,Financial Services,267.67,158051237888,18.485416,19.289131,6.0953493,0.11255,2.154,14.399,75343003648,128.681,0.2,0.15180999,0.14958,0.14989,0.07067,0.36976,26.935,0.27,0.205,615000000,6893000192,43.671,0.421,1.52,0.0208,0.018306123,4.9,S&P 500,North America,86400,19.83,1.47,9.2,9.17,2025,2,2,180,LAG_PERF,Insurance
102,Citigroup,C,United States,Financial Services,81.34,157563781120,13.386556,11.077886,0.7838024,0.17771,0.422,N/A,71363002368,37.532,0.137,0,0,0.22235,0.0053899996,0.06176,N/A,N/A,N/A,780508004352,641870987264,101.62,1.429,3.78,0.3664,0.026801083,2.18,S&P 500,North America,86400,21.89,1.54,12.57,7.78,2025,2,3,454,AVG_PERF,Banks
103,Tata Consultancy Services,TCS.NS,India,Technology,3786,157443256453,27.271109,23.762608,12.146207,0.19344,5.241,20.08,2520819957760,696.717,0.056,0.38661,0.26098,0.24474001,0.24497999,0.48668998,8.469,2.624,2.415,590460026880,93510000640,302.613,0.487,1.27,0.42310002,0.015319599,58,Asian Index,Asia,86400,11.42,0.69,4.75,5.99,2023,9,1,8,UNDER_PERF,Software & Services
104,Boston Scientific,BSX,United States,Healthcare,105.36,155945664512,83.591995,37.451614,7.07735,0.11071,9.868,38.691,16746999808,11.381,0.224,0.68412,0.25503,0.17321,0.05035,0.08889,51.029,1.081,0.464,414000000,11228000256,14.764,0.806,N/A,0,0,0,S&P 500,North America,86400,22.06,2.4,11.86,7.8,2025,2,2,305,AVG_PERF,Healthcare
105,HDFC Bank,HDB,India,Financial Services,59.58,154925858816,19.249191,19.959732,0.09049195,0.25746,1.79,N/A,2702592180224,212.9868,-0.087,0,0,0.39093,0.0178,0.14903,N/A,N/A,N/A,2311434272768,6534742409216,657.296,0.843,0.58,0.2161,0,0,Asian Index,Asia,,,,,,,,,,,
106,Mitsubishi UFJ Financial,MUFG,Japan,Financial Services,13.02,153153585152,11.49091,12.271845,0.0071941833,0.28699,-6.375,N/A,6199269916672,528.847,0.22,0,0,0.34048998,0.00457,0.08906,N/A,N/A,N/A,153997562347520,113089475248128,1756.975,0.514,3.9,0.2587,3.4946234,45.5,Asian Index,Asia,,,,,,,,,,,
107,Schneider Electric,SU.PA,France,Industrials,257.4,152790298961,32.591866,26.448349,4.5694575,0.11189,4.052,20.91,38152998912,68.043,0.094,0.42639,0.19379999,0.17157,0.06534,0.1519,52.152,1.226,0.923,6887000064,16312999936,54.35,0.935,1.98,0.45990002,0.015151516,3.9,Eurostoxx,Europe,86400,10.04,3.6,3.95,2.5,2025,2,2,109,LAG_PERF,Electrical Equipment
108,BlackRock,BLK,United States,Financial Services,989.38,152763367424,23.201237,19.841547,3.5003972,0.3121,7.503,18.864,20406999040,136.047,0.226,0.49424,0.39773998,0.3877,N/A,0.15347,32.503,N/A,N/A,14416000000,14179000320,278.317,1.298,2.42,0.48560002,0.020618973,20.4,S&P 500,North America,86400,23.32,,,,2025,2,0,357,AVG_PERF,Diversified Financials
109,Sony,SONY,Japan,Technology,24.92,149635350528,20.146341,20.823528,0.018240733,0.082049996,0.25,1.881,13807786131456,2272.571,0.177,0.26703,0.1329,0.107370004,0.02555,0.14321,51.356,0.682,0.486,1415304970240,4378092896256,1358.498,0.775,0.59,0.097600006,0.7624398,19,Asian Index,Asia,,,,,,,,,,,
110,Union Pacific Corporation,UNP,United States,Industrials,247.65,149294907392,22.121622,20.276632,8.784702,0.27823,7.415,14.78,24249999360,39.911,-0.006,0.55637,0.50169,0.41464,0.090550005,0.42597,192.202,0.765,0.558,1036000000,32462999552,27.952,1.065,2.16,0.4761,0.021320414,5.28,S&P 500,North America,86400,20,7.25,9.13,3.61,2025,2,2,172,LAG_PERF,Transportation
111,Charles Schwab,SCHW,United States,Financial Services,81.83,148674297856,26.903011,21.168423,3.870471,0.30306998,7.767,N/A,19605999616,10.725,0.195,0.96986,0,0.4408,N/A,0.13477999,144.242,N/A,N/A,72271003648,68103999488,20.783,0.989,1.37,0.3344,0.012220457,1,S&P 500,North America,86400,23.3,2.45,8.81,12.05,2025,2,2,357,AVG_PERF,Diversified Financials
112,Stryker Corporation,SYK,United States,Healthcare,386.41,148251066368,49.263836,28.291204,7.075285,0.13246,6.89,25.922,22595000320,59.304,0.107,0.64373,0.26580998,0.25606,0.07474,0.1526,68.431,1.949,1.113,4493000192,14119999488,54.101,0.964,1.04,0.4175,0.008384876,3.24,S&P 500,North America,86400,21.08,3.68,11.77,5.63,2025,2,2,305,AVG_PERF,Healthcare
113,Danaher,DHR,United States,Healthcare,207.95,147401113600,39.666035,25.08711,3.0514107,0.16330999,6.925,21.863,23875000320,32.661,0.021,0.59606,0.31673,0.23325,0.04019,0.075679995,34.603,1.397,0.951,2078000000,17146000384,68.896,0.857,0.37,0.2042,0.005193556,1.08,S&P 500,North America,86400,8.52,0.99,3.32,4.21,2025,2,2,503,LAG_PERF,Pharmaceuticals
114,Pfizer,PFE,United States,Healthcare,25.9,146718375936,18.652483,8.976109,1.6146857,0.12622,3.258,8.909,63627001856,11.234,0.247,0.74193,0.36571,0.16253,N/A,0.088549994,73.408,N/A,N/A,9953000448,67945000960,16.288,0.574,4.36,1.1915001,0.06486487,1.68,S&P 500,North America,86400,19.36,2.74,9.18,7.44,2025,2,3,503,LAG_PERF,Pharmaceuticals
115,CM Bank,3968.HK,China,Financial Services,44.8,144825589484,7.458194,6.850998,1.1224643,0.43963,1.85,N/A,337537007616,12.874,0.543,0,0,0.37715998,N/A,0.13218,N/A,N/A,N/A,1353319055360,813304971264,39.734,0.906,4.11,0.35930002,0,0,Asian Index,Asia,86400,25.02,1.17,11.44,12.42,2025,2,2,454,AVG_PERF,Banks
116,BYD,002594.SZ,China,Consumer Cyclical,383,143076627088,32.326458,22.357695,7.0416946,0.0497,1.591,11.004,682291822592,234.721,0.24,0.20557,0.14455,0.07796,0.03612,0.22760999,29.263,0.707,0.42,91734523904,49396023296,53.436,0.457,0.29,0.26590002,0.008083551,3.096,Asian Index,Asia,,,,,,,,,,,
117,Nextera Energy,NEE,United States,Utilities,70.14,142058487808,21.240356,19.451088,2.9389062,0.28061,9.699,18.294,24753000448,12.058,-0.217,0.60061,0.53016,0.18032,0.02503,0.09506,137.296,0.471,0.262,1487000064,83559997440,24.356,0.577,2.28,0.6113,0.029369831,2.06,S&P 500,North America,86400,25.05,11.32,8.87,4.85,2025,2,2,234,AVG_PERF,Utilities
118,Applied Materials,AMAT,United States,Technology,176.01,141458735104,22.481045,17.748194,7.501854,0.22952999,4.997,16.283,27634999296,33.589,0.068,0.47726002,0.30688998,0.30352,0.15558,0.35186002,35.372,2.675,1.837,8213000192,6588000256,22.925,1.521,0.9,0.19870001,0.009090393,1.6,S&P 500,North America,86400,11.56,3.8,3.09,4.67,2025,2,2,120,LAG_PERF,Semiconductors
119,EssilorLuxottica,EL.PA,France,Healthcare,290.9,139639234603,56.67969,37.835724,3.2825828,0.08899,5.449,21.79,26507999232,58.397,0.054,0.62525004,0.25008,0.1181,0.03537,0.06236,32.233,0.951,0.55,2251000064,13216000000,88.406,0.92,1.28,0.77,0.01357855,3.95,Eurostoxx,Europe,86400,16.89,1.45,9.29,6.16,2025,2,2,305,LAG_PERF,Healthcare
120,Boeing,BA,United States,Industrials,180.88,139626266624,N/A,376.9149,-33.910797,-0.17764999,2.444,-19.264,66517000192,102.824,-0.308,-0.029930001,-0.12687,-0.25627002,-0.04378,N/A,N/A,1.319,0.386,26261000192,55957999616,-5.224,1.524,2.48,0,0,0,S&P 500,North America,86400,36.55,7.9,22.18,6.47,2025,2,4,61,LEAD_PERF,Aerospace & Defense
121,Lowe's Companies,LOW,United States,Consumer Cyclical,246.42,139287855104,19.88113,18.936659,-10.070315,0.08185001,2.049,13.975,83722002432,147.074,-0.015,0.33213,0.14663,0.12841,0.14782,N/A,N/A,1.13,0.168,3271000064,39777001472,-23.75,1.105,1.68,0.3744,0.018261505,4.5,S&P 500,North America,86400,11.93,3.42,6.1,2.41,2025,2,2,268,LAG_PERF,Retailing
122,Airbus,AIR.PA,Netherlands,Industrials,160,138812133039,30.696629,23.350428,6.587895,0.06113,1.758,17.714,69230002176,87.637,0.08,0.1542,0.09925,0.09957,0.02421,0.21792,72.497,1.145,0.481,18729000960,14279000064,24.882,1.529,1.8,0.3364,0.0125,2,Eurostoxx,Europe,86400,24.07,5.69,12.64,5.74,2025,2,3,61,AVG_PERF,Aerospace & Defense
123,TJX Companies,TJX,United States,Consumer Cyclical,122.98,138743824384,28.56368,26.328262,16.661163,0.0863,2.555,19.77,56420999168,49.82,0.06,0.36611998,0.12922,0.12039,0.124309994,0.64893997,155.561,1.194,0.452,4718000128,12714000384,7.269,0.91,1.3,0.3337,0.0118555855,1.458,S&P 500,North America,86400,15.8,2.35,8.95,4.51,2025,2,2,268,LAG_PERF,Retailing
124,Deere & Company,DE,United States,Industrials,495.79,138700193792,21.690128,22.101038,5.9201355,0.12993,4.024,19.104,47855001600,174.701,-0.302,0.2858,0.21066,0.1126,0.0496,0.27745,285.326,2.184,1.878,4953999872,64381001728,82.765,0.989,1.28,0.26709998,0.012162408,6.03,S&P 500,North America,86400,16.2,2.45,9.05,4.7,2025,2,2,268,LAG_PERF,Machinery
125,TotalEnergies,TTE,France,Energy,61.62,138234789888,9.070254,7.4637146,1.1574851,0.08056,0.819,4.345,195610001408,83.666,-0.14,0.34735,0.18857999,0.13771,0.05657,0.13375,45.088,1.098,0.592,32757999616,54221000704,52.424,0.733,5.95,0.4979,0.05410581,3.334,Eurostoxx,Europe,,,,,,,,,,,
126,Comcast,CMCSA,United States,Communication Services,36.41,137931603968,8.753624,8.2739725,1.6043208,0.13086,1.906,6.19,123731001344,31.848,0.021,0.70075,0.30793,0.15648,0.054840002,0.18707001,122.184,0.677,0.581,7321999872,105413001216,22.589,1.001,2.44,0.22459999,0.034056578,1.24,S&P 500,North America,86400,22.27,4.14,9.88,8.25,2025,2,2,100,AVG_PERF,Telecommunication Services
127,Unilever,UL,United Kingdom,Consumer Defensive,55.54,137582133248,23.485355,16.037144,6.9510837,0.09453,2.733,12.898,60761001984,24.377,0.016,1,0.21188,0.17295,0.09072,0.29405,142.11,0.761,0.543,7520000000,32053000192,8.075,0.259,3.54,0.753,0.03224703,1.791,Other,Other,,,,,,,,,,,
128,Honeywell,HON,United States,Industrials,211.35,137009414144,24.33295,19.249773,7.3967824,0.14819,4.145,16.732,38498000896,59.146,0.069,0.38085,0.2477,0.18735,0.074990004,0.32244998,168.18,1.313,0.891,10952999936,32224999424,28.653,1.045,2.01,0.5017,0.020676602,4.37,S&P 500,North America,86400,27.12,10.26,9.71,7.16,2025,2,3,63,AVG_PERF,Industrial Conglomerates
129,Sanofi,SNY,France,Healthcare,54.13,136262451200,23.78166,11.024291,0.8808307,0.12555,1.783,6.771,44286001152,17.6945,-0.031,0.70205003,0.26338,0.13993,0.04276,0.07298,23.008,1.46,0.624,7555999744,17912999936,61.828,0.459,3.72,0.857,0.07241825,3.92,Eurostoxx,Europe,,,,,,,,,,,
130,Palo Alto Networks,PANW,United States,Technology,198.81,135856291840,107.32023,26.531944,19.787653,0.14637,14.494,89.295,8570500096,13.149,0.143,0.73857003,0.16231,0.10649,0.03652,0.23378,15.221,0.839,0.726,3232900096,970400000,9.654,1.135,N/A,0,0,0,S&P 500,North America,86400,12.93,0.05,7.99,4.89,2025,2,2,603,LAG_PERF,Software & Services
131,Fiserv,FI,United States,Technology,234.43,134458310656,43.10575,22.800785,4.8411226,0.15306,7.597,17.317,20455999488,35.348,0.068,0.60828,0.4387,0.31765,0.043730002,0.10899,92.502,1.06,0.247,1236000000,25610000384,47.993,0.946,N/A,0,0,0,S&P 500,North America,86400,19.21,5.16,10.21,3.84,2025,2,2,603,LAG_PERF,Software & Services
132,Gilead Sciences,GILD,United States,Healthcare,110.03,134160965632,289.3421,14.798116,7.1183476,0.01669,5.382,11.35,28753999872,23.059,0.064,0.78260005,0.47417,0.3336,0.11217,0.02286,144.155,1.5,1.201,9991000064,27744000000,15.446,0.199,3.99,8.1053,0.027992366,3.08,S&P 500,North America,86400,21.68,0.63,14.35,6.71,2025,2,2,503,AVG_PERF,Pharmaceuticals
